MONTH,DIE_CLASS_CODE,WAFER_ID,PRIORITY,ROUTING CODE,OWNER,5G,MODULE,GPDW
Jan-21,2SN8-1701,N3649-P029,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N3649-P058,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N3649-P099,P1,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N3649-P102,P1,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N3649-P131,P1,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N3649-P164,P1,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N3649-P167,P1,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N3649-P192,P1,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N3649-P134,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N3649-P156,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N3649-P170,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N3649-P193,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN6-1701,N2880-P199,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,42426
Jan-21,2SN6-1701,N2880-P205,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,42426
Jan-21,2SN6-1701,N2880-P323,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,42426
Jan-21,2SN6-1701,N2880-P371,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,42426
Jan-21,2SN6-1701,N2880-P376,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,42426
Jan-21,2SN6-1701,N2880-P384,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,42426
Jan-21,2SN6-1701,N2880-P390,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,42426
Jan-21,2SN6-1701,N2880-P397,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,42426
Jan-21,2SJ7-1701,N4553-P066,Normal,PSAW-PROBE (THIN),Lim Chee Wai,YES,DERBY,48782
Jan-21,2SJ7-1701,N4553-P266,Normal,PSAW-PROBE (THIN),Lim Chee Wai,YES,DERBY,48782
Jan-21,2SJ7-1701,N4553-P272,Normal,PSAW-PROBE (THIN),Lim Chee Wai,YES,DERBY,48782
Jan-21,2SJ7-1701,N4553-P381,Normal,PSAW-PROBE (THIN),Lim Chee Wai,YES,DERBY,48782
Jan-21,2SJ7-1701,N4553-P386,Normal,PSAW-PROBE (THIN),Lim Chee Wai,YES,DERBY,48782
Jan-21,2SJ7-1701,N4553-P387,Normal,PSAW-PROBE (THIN),Lim Chee Wai,YES,DERBY,48782
Jan-21,2SJ7-1701,N4553-P389,Normal,PSAW-PROBE (THIN),Lim Chee Wai,YES,DERBY,48782
Jan-21,2SJ7-1701,N4553-P394,Normal,PSAW-PROBE (THIN),Lim Chee Wai,YES,DERBY,48782
Jan-21,2SJ7-1701,N4553-P399,Normal,PSAW-PROBE (THIN),Lim Chee Wai,YES,DERBY,48782
Jan-21,2QA9-1701,N4090-6094,Normal,PROBE-PSAW (NPAD.2),Chan Mei Kiong,NO,CARACOL,54996
Jan-21,2QA9-1701,N4090-6341,Normal,PROBE-PSAW (NPAD.2),Chan Mei Kiong,NO,CARACOL,54996
Jan-21,2QA9-1701,N4090-6343,Normal,PROBE-PSAW (NPAD.2),Chan Mei Kiong,NO,CARACOL,54996
Jan-21,2QA9-1701,N4090-6348,Normal,PROBE-PSAW (NPAD.2),Chan Mei Kiong,NO,CARACOL,54996
Jan-21,2SK8-1702,N2435-P051,Normal,CUSMT_PLASMA,Rajamannan,NO,CHDR,30168
Jan-21,2SK8-1702,N2435-P072,Normal,CUSMT_PLASMA,Rajamannan,NO,CHDR,30168
Jan-21,2SK8-1702,N2435-P073,Normal,CUSMT_PLASMA,Rajamannan,NO,CHDR,30168
Jan-21,2SK8-1702,N2435-P122,Normal,CUSMT_PLASMA,Rajamannan,NO,CHDR,30168
Jan-21,2SK8-1702,N2435-P130,Normal,CUSMT_PLASMA,Rajamannan,NO,CHDR,30168
Jan-21,2SK8-1702,N2435-P138,Normal,CUSMT_PLASMA,Rajamannan,NO,CHDR,30168
Jan-21,2SK8-1702,N2435-P172,Normal,CUSMT_PLASMA,Rajamannan,NO,CHDR,30168
Jan-21,2SK8-1702,N2435-P187,Normal,CUSMT_PLASMA,Rajamannan,NO,CHDR,30168
Jan-21,2RT2-1703,N3241-7146,Normal,PROBE-PSAW (NPAD.2),Chan Mei Kiong,NO,YOVIMPA,32335
Jan-21,2RT2-1703,N3241-7147,Normal,PROBE-PSAW (NPAD.2),Chan Mei Kiong,NO,YOVIMPA,32335
Jan-21,2RT2-1703,N3241-7148,Normal,PROBE-PSAW (NPAD.2),Chan Mei Kiong,NO,YOVIMPA,32335
Jan-21,2RT2-1703,N3241-7149,Normal,PROBE-PSAW (NPAD.2),Chan Mei Kiong,NO,YOVIMPA,32335
Jan-21,2SM4-1701,N2236-P012,P1,PSAW-PROBE,Rajamannan,YES,LORIKEET,66151
Jan-21,2SM4-1701,N2236-P077,P1,PSAW-PROBE,Rajamannan,YES,LORIKEET,66151
Jan-21,2SM4-1701,N2236-P082,Normal,PSAW-PROBE,Rajamannan,YES,LORIKEET,66151
Jan-21,2SM4-1701,N2236-P085,P1,PSAW-PROBE,Rajamannan,YES,LORIKEET,66151
Jan-21,2SN2-1701,N3240-7086,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,DEVAVRY,52611
Jan-21,2SN2-1701,N3240-7124,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,DEVAVRY,52611
Jan-21,2SN2-1701,N3240-7140,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,DEVAVRY,52611
Jan-21,2SH1-1701,N3680-0124,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SH1-1701,N3680-0125,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SH1-1701,N3680-0220,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SH1-1701,N3680-0223,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SH1-1701,N3680-0321,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SH1-1701,N3680-0322,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SH1-1701,N3680-0323,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SH1-1701,N3680-0324,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SH1-1701,N3680-0326,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SH1-1701,N3680-0332,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SG7-1701,N1148-P221,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,41472
Jan-21,2SG7-1701,N1148-P222,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,41472
Jan-21,2SN6-1701,N2880-P015,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,42426
Jan-21,2SN6-1701,N2880-P224,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,42426
Jan-21,2SJ6-1701,N3681-0071,Normal,PROBE-PSAW NPAD.2 (THIN),TEOH HUI CHIANG,NO,LGTN,70339
Jan-21,2SJ6-1701,N3681-0072,Normal,PROBE-PSAW NPAD.2 (THIN),TEOH HUI CHIANG,NO,LGTN,70339
Jan-21,2SJ6-1701,N3681-0200,Normal,PROBE-PSAW NPAD.2 (THIN),TEOH HUI CHIANG,NO,LGTN,70339
Jan-21,2SJ6-1701,N3681-0210,Normal,PROBE-PSAW NPAD.2 (THIN),TEOH HUI CHIANG,NO,LGTN,70339
Jan-21,2SJ6-1701,N3681-0333,Normal,PROBE-PSAW NPAD.2 (THIN),TEOH HUI CHIANG,NO,LGTN,70339
Jan-21,2SJ6-1701,N3681-0335,Normal,PROBE-PSAW NPAD.2 (THIN),TEOH HUI CHIANG,NO,LGTN,70339
Jan-21,2SJ6-1701,N3681-0336,Normal,PROBE-PSAW NPAD.2 (THIN),TEOH HUI CHIANG,NO,LGTN,70339
Jan-21,2SJ6-1701,N3681-0342,Normal,PROBE-PSAW NPAD.2 (THIN),TEOH HUI CHIANG,NO,LGTN,70339
Jan-21,2SN2-1701,N3240-7063,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,DEVAVRY,52611
Jan-21,2SN2-1701,N3240-7075,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,DEVAVRY,52611
Jan-21,2SN2-1701,N3240-7079,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,DEVAVRY,52611
Jan-21,2SN2-1701,N3240-7099,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,DEVAVRY,52611
Jan-21,2SN2-1701,N3240-7100,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,DEVAVRY,52611
Jan-21,2SN2-1701,N3240-7138,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,DEVAVRY,52611
Jan-21,2SN2-1701,N3240-7141,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,DEVAVRY,52611
Jan-21,2SN2-1701,N3240-7142,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,DEVAVRY,52611
Jan-21,2SH2-1701,N3091-0055,Normal,CUSMT_PLASMA,Lee Kam Heng,NO,LGTN,60908
Jan-21,2SH2-1701,N3091-0113,Normal,CUSMT_PLASMA,Lee Kam Heng,NO,LGTN,60908
Jan-21,2SH2-1701,N3091-0132,Normal,CUSMT_PLASMA,Lee Kam Heng,NO,LGTN,60908
Jan-21,2SH2-1701,N3091-0135,Normal,CUSMT_PLASMA,Lee Kam Heng,NO,LGTN,60908
Jan-21,2SH2-1701,N3091-0207,Normal,CUSMT_PLASMA,Lee Kam Heng,NO,LGTN,60908
Jan-21,2SH2-1701,N3091-0208,Normal,CUSMT_PLASMA,Lee Kam Heng,NO,LGTN,60908
Jan-21,2SF8-1701,N3200-2262,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,77766
Jan-21,2SF8-1701,N3200-2325,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,77766
Jan-21,2SF8-1701,N3200-2327,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,77766
Jan-21,2SF8-1701,N3200-2328,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,77766
Jan-21,2SF8-1701,N3200-2329,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,77766
Jan-21,2SK4-1701,N3332-2001,Normal,PROBE-PSAW NPAD.2 (THIN),Hong Jen Seng,NO,LGTN,49423
Jan-21,2SK4-1701,N3332-2029X,Normal,PROBE-PSAW NPAD.2 (THIN),Hong Jen Seng,NO,LGTN,49423
Jan-21,2SK4-1701,N3332-2030,Normal,PROBE-PSAW NPAD.2 (THIN),Hong Jen Seng,NO,LGTN,49423
Jan-21,2SK4-1701,N3332-2031,Normal,PROBE-PSAW NPAD.2 (THIN),Hong Jen Seng,NO,LGTN,49423
Jan-21,2SK4-1701,N3332-2032,Normal,PROBE-PSAW NPAD.2 (THIN),Hong Jen Seng,NO,LGTN,49423
Jan-21,2SK4-1701,N3332-2037,Normal,PROBE-PSAW NPAD.2 (THIN),Hong Jen Seng,NO,LGTN,49423
Jan-21,2SK4-1701,N3332-2038,Normal,PROBE-PSAW NPAD.2 (THIN),Hong Jen Seng,NO,LGTN,49423
Jan-21,2SK4-1701,N3332-2040X,Normal,PROBE-PSAW NPAD.2 (THIN),Hong Jen Seng,NO,LGTN,49423
Jan-21,2SK4-1701,N3332-2336,Normal,PROBE-PSAW NPAD.2 (THIN),Hong Jen Seng,NO,LGTN,49423
Jan-21,2SK4-1701,N3332-2338,Normal,PROBE-PSAW NPAD.2 (THIN),Hong Jen Seng,NO,LGTN,49423
Jan-21,2SK4-1701,N3332-2339,Normal,PROBE-PSAW NPAD.2 (THIN),Hong Jen Seng,NO,LGTN,49423
Jan-21,2SJ9-1701,N0994-P122,Normal,CUSMT_PLASMA,Fong Yin Mei,NO,LGTN,60687
Jan-21,2SJ9-1701,N0994-P325,Normal,CUSMT_PLASMA,Fong Yin Mei,NO,LGTN,60687
Jan-21,2SN5-1701,N2440-P035,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SN5-1701,N2440-P051,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SN5-1701,N2440-P058,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SN5-1701,N2440-P059,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SN5-1701,N2440-P112,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SN5-1701,N2440-P116,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SN5-1701,N2440-P118,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SN5-1701,N2440-P119,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SN5-1701,N2440-P126,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SN5-1701,N2440-P132,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SN5-1701,N2440-P138,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SN5-1701,N2440-P139,Normal,PROBE-PSAW NPAD.2 (THIN),Lee Kam Heng,NO,LGTN,40000
Jan-21,2SK8-1701,N0991-P196,Normal,CUSMT_PLASMA,Rajamannan,NO,CHDR,30168
Jan-21,2SP6-1701,N4362-4049,Normal,PSAW-PROBE (THIN),CHEONG YIH CHING,YES,Brisson,75345
Jan-21,2SP7-1701,N4051-P017,Normal,PSAW-PROBE (THIN),CHEONG YIH CHING,NO,Brisson,100280
Jan-21,2SN4-1701,N3536-0081,Normal,PSAW-PROBE (THIN),CHIN TIAN FU,YES,PICKWICK,53139
Jan-21,2SN4-1701,N3536-P133,Normal,PSAW-PROBE (THIN),CHIN TIAN FU,YES,PICKWICK,53139
Jan-21,2SN4-1701,N3536-P257,Normal,PSAW-PROBE (THIN),CHIN TIAN FU,YES,PICKWICK,53139
Jan-21,2SN7-1701,N3197-6164,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,39126
Jan-21,2SN7-1701,N3197-6165,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,39126
Jan-21,2SN7-1701,N3197-9016,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,39126
Jan-21,2SN7-1701,N3197-9017,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,39126
Jan-21,2SN7-1701,N3197-9020,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,39126
Jan-21,2SN7-1701,N3197-9037,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,39126
Jan-21,2SN7-1701,N3197-9066,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,39126
Jan-21,2SN7-1701,N3197-9072,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,39126
Jan-21,2SN7-1701,N3197-9075,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,39126
Jan-21,2SN7-1701,N3197-9141,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,39126
Jan-21,2SN7-1701,N3197-9199,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,39126
Jan-21,2SN7-1701,N3197-9289,Normal,PSAW-PROBE,Lim Chee Wai,YES,THDR,39126
Jan-21,2SN4-1701,N3536-0084,Normal,PSAW-PROBE (THIN),CHIN TIAN FU,YES,PICKWICK,53139
Jan-21,2SN4-1701,N3536-0085,Normal,PSAW-PROBE (THIN),CHIN TIAN FU,YES,PICKWICK,53139
Jan-21,2SN4-1701,N3536-0086,Normal,PSAW-PROBE (THIN),CHIN TIAN FU,YES,PICKWICK,53139
Jan-21,2SN4-1701,N3536-0087,Normal,PSAW-PROBE (THIN),CHIN TIAN FU,YES,PICKWICK,53139
Jan-21,2SN4-1701,N3536-0088,Normal,PSAW-PROBE (THIN),CHIN TIAN FU,YES,PICKWICK,53139
Jan-21,2SN4-1701,N3536-0089,Normal,PSAW-PROBE (THIN),CHIN TIAN FU,YES,PICKWICK,53139
Jan-21,2SN4-1701,N3536-0091,Normal,PSAW-PROBE (THIN),CHIN TIAN FU,YES,PICKWICK,53139
Jan-21,2SN4-1701,N3536-0186,Normal,PSAW-PROBE (THIN),CHIN TIAN FU,YES,PICKWICK,53139
Jan-21,2SN4-1701,N3536-0192,Normal,PSAW-PROBE (THIN),CHIN TIAN FU,YES,PICKWICK,53139
Jan-21,2SN4-1701,N3536-0194,Normal,PSAW-PROBE (THIN),CHIN TIAN FU,YES,PICKWICK,53139
Jan-21,2SN4-1701,N3536-P108,Normal,PSAW-PROBE (THIN),CHIN TIAN FU,YES,PICKWICK,53139
Jan-21,2SN4-1701,N3536-P150,Normal,PSAW-PROBE (THIN),CHIN TIAN FU,YES,PICKWICK,53139
Jan-21,2SP8-1701,N4511-P083,Normal,PSAW-PROBE (THIN),Lim Chee Wai,YES,EDAM,33216
Jan-21,2SJ9-1701,N3149-2104,Normal,CUSMT_PLASMA,Fong Yin Mei,NO,LGTN,68909
Jan-21,2SJ9-1701,N3149-2130,Normal,CUSMT_PLASMA,Fong Yin Mei,NO,LGTN,68909
Jan-21,2SJ9-1701,N3149-2178,Normal,CUSMT_PLASMA,Fong Yin Mei,NO,LGTN,68909
Jan-21,2SJ9-1701,N3149-2181,Normal,CUSMT_PLASMA,Fong Yin Mei,NO,LGTN,68909
Jan-21,2SJ9-1701,N3149-2201,Normal,CUSMT_PLASMA,Fong Yin Mei,NO,LGTN,68909
Jan-21,2SJ9-1701,N3149-2229,Normal,CUSMT_PLASMA,Fong Yin Mei,NO,LGTN,68909
Jan-21,2SJ9-1701,N3149-2264,Normal,CUSMT_PLASMA,Fong Yin Mei,NO,LGTN,68909
Jan-21,2RT2-1703,N5346-7010,Normal,PROBE-PSAW (NPAD.2),Chan Mei Kiong,NO,YOVIMPA,32335
Jan-21,2RT2-1703,N5346-7150,Normal,PROBE-PSAW (NPAD.2),Chan Mei Kiong,NO,YOVIMPA,32335
Jan-21,2RT2-1703,N5346-7151,Normal,PROBE-PSAW (NPAD.2),Chan Mei Kiong,NO,YOVIMPA,32335
Jan-21,2RT2-1703,N5346-7152,Normal,PROBE-PSAW (NPAD.2),Chan Mei Kiong,NO,YOVIMPA,32335
Jan-21,2SM7-1701,N4009-P009,Normal,PROBE-PSAW (NPAD.2),Chuah Kar Kheng,NO,GAMBEL,35953
Jan-21,2SM7-1701,N4009-P012,Normal,PROBE-PSAW (NPAD.2),Chuah Kar Kheng,NO,GAMBEL,35953
Jan-21,2SM7-1701,N4009-P019,Normal,PROBE-PSAW (NPAD.2),Chuah Kar Kheng,NO,GAMBEL,35953
Jan-21,2SM7-1701,N4009-P020,Normal,PROBE-PSAW (NPAD.2),Chuah Kar Kheng,NO,GAMBEL,35953
Jan-21,2SM7-1701,N4009-P022,Normal,PROBE-PSAW (NPAD.2),Chuah Kar Kheng,NO,GAMBEL,35953
Jan-21,2SM7-1701,N4009-P098,Normal,PROBE-PSAW (NPAD.2),Chuah Kar Kheng,NO,GAMBEL,35953
Jan-21,2SM7-1701,N4009-P099,Normal,PROBE-PSAW (NPAD.2),Chuah Kar Kheng,NO,GAMBEL,35953
Jan-21,2SM7-1701,N4009-P121,Normal,PROBE-PSAW (NPAD.2),Chuah Kar Kheng,NO,GAMBEL,35953
Jan-21,2SM7-1701,N4009-P132,Normal,PROBE-PSAW (NPAD.2),Chuah Kar Kheng,NO,GAMBEL,35953
Jan-21,2SM7-1701,N4009-P135,Normal,PROBE-PSAW (NPAD.2),Chuah Kar Kheng,NO,GAMBEL,35953
Jan-21,2SP7-1701,N4051-P079,Normal,PSAW-PROBE (THIN),CHEONG YIH CHING,YES,Brisson,100280
Jan-21,2SP7-1701,N4051-P102,Normal,PSAW-PROBE (THIN),CHEONG YIH CHING,YES,Brisson,100280
Jan-21,2RN7-1703,N1609-P385,Normal,PSAW_PROBE_WASP,KC Chan,NO,PINOT,38519
Jan-21,2RN7-1703,N1609-P388,Normal,PSAW_PROBE_WASP,KC Chan,NO,PINOT,38519
Jan-21,2SP8-1701,N4511-P147,Normal,PSAW-PROBE (THIN),Lim Chee Wai,YES,EDAM,33216
Jan-21,2SP8-1701,N4511-P233,Normal,PSAW-PROBE (THIN),Lim Chee Wai,YES,EDAM,33216
Jan-21,2RT7-1706,N3244-2062,Normal,PSAW-PROBE,Rajamannan,YES,LORIKEET,64829
Jan-21,2RT7-1706,N3244-2068,Normal,PSAW-PROBE,Rajamannan,YES,LORIKEET,64829
Jan-21,2RT7-1706,N3244-2071,Normal,PSAW-PROBE,Rajamannan,YES,LORIKEET,64829
Jan-21,2RT7-1706,N3244-2078,Normal,PSAW-PROBE,Rajamannan,YES,LORIKEET,64829
Jan-21,2SJ9-1701,N1155-3022,Normal,CUSMT_PLASMA,Fong Yin Mei,NO,LGTN,68909
Jan-21,2SJ9-1701,N1155-3029,Normal,CUSMT_PLASMA,Fong Yin Mei,NO,LGTN,68909
Jan-21,2SJ9-1701,N1155-3030,Normal,CUSMT_PLASMA,Fong Yin Mei,NO,LGTN,68909
Jan-21,2SJ9-1701,N1155-3160,Normal,CUSMT_PLASMA,Fong Yin Mei,NO,LGTN,68909
Jan-21,2SJ9-1701,N1155-3342,Normal,CUSMT_PLASMA,Fong Yin Mei,NO,LGTN,68909
Jan-21,2SJ9-1701,N1155-3345,Normal,CUSMT_PLASMA,Fong Yin Mei,NO,LGTN,68909
Jan-21,2SJ9-1701,N1155-3354,Normal,CUSMT_PLASMA,Fong Yin Mei,NO,LGTN,68909
Jan-21,2SN8-1701,N4056-9040,P1,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N4056-9059,P1,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N4056-9092,P1,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N4056-9356,P1,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N4056-P142,P1,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N4056-9082,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N4056-9249,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N4056-9250,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N4056-9251,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N4056-9252,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N4056-9370,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SN8-1701,N4056-9405,Normal,PROBE-PSAW NPAD.2 (THIN),KC Chan,NO,CUVIER,40946
Jan-21,2SF4-1701,N4773-P031,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P033,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P035,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P037,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P038,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P090,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P093,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P094,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P095,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P096,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P097,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P098,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P099,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P100,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P117,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P124,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P227,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P239,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P402,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P408,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P409,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
Jan-21,2SF4-1701,N4773-P413,Normal,PROBE-PSAW NPAD.2 (THIN),Tuan Kalsum,NO,LGTN,33987
